id,title,description,content,sourceLink,sourcePublishedAt,author,sourceMedia,sourceReferenceImages,sourceVideos
3328,Cinematic Time-Freeze Sports Bar Prompt,A detailed prompt for a 15-second cinematic video featuring a 30-year-old male character in a moody sports bar setting.,"Use @ Reference Image as the main character, keeping facial features and body proportions consistent throughout. He is a 30-year-old man. Cinematic time-freeze short film, 15 seconds, ultra-realistic, shot on Arri Alexa Mini, 35mm lens, moody sports bar interior lighting",https://x.com/chrisfirst/status/2045616725128081864,2026-04-18T21:33:27.000Z,"{""name"":""CHRIS FIRST"",""link"":""https://x.com/chrisfirst""}",[],[],"[{""id"":""69e479537560930004f99250"",""url"":""https://video.twimg.com/amplify_video/2045616143457550336/vid/avc1/1920x1080/eXMDcl24agFLEJiF.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2045616143457550336/img/9jR6pogXSitP7xqE.jpg"",""caption"":null}]"
3327,Daily Routine Split-Screen Comparison,A stylized 3D animation prompt using split-screens to compare a woman's hectic morning and work life with a man's calm AI-focused day.,"Split screen: STYLE: High-end stylized 3D animated character, cinematic lighting, expressive faces, polished materials, exaggerated but believable motion, comedic visual storytelling with split-screen sequences. WARDROBE: Man Image2 — oversized graphic tee and jogger pants entire film, never changes. Woman Image1 — western casuals shots 1–6, sharp blazer trousers and heels shots 7–13, nighty shots 14–15. Daughter — school uniform shots 4–6. ENVIRONMENT: Shared bedroom, kitchen, building gate, metro station, footwear design studio, conference room, home living room, bedroom at night. MOOD: Chaotic, rushed, comedic exhaustion, blissful obliviousness, ending in tender defeat. SHOT 1: ECU, 85mm push-in / Alarm on bedside table, screen shows 6:00. Her hand shoots out and kills it. His hand pulls the blanket up tighter. SHOT 2: MCU, handheld 50mm / She sits up, looks at him buried under the blanket, says: ""Get up."" He says: ""Two minutes."" He will not get up. SHOT 3: MS, 35mm slide / She is in the kitchen, eggs on the pan, tiffin box open, phone wedged between ear and shoulder, all three burning simultaneously. SHOT 4: Top-down detail shot, 35mm / She ties the daughter's hair with one hand while checking the tiffin with the other. The daughter squirms. The eggs go cold. SHOT 5: MCU, 50mm / SPLIT SCREEN begins. Left: she stuffs the daughter into school shoes, zips the tiny backpack, grabs her own bag, pushes them both toward the door. Right: he rolls over, opens laptop in bed, starts typing a prompt, face glowing, completely serene. SHOT 6: WS, 24mm / She walks the daughter down to the building gate in casuals, waits for the school van, waves it off, turns around and sprints back upstairs to get ready. No time. SHOT 7: MS, 50mm snap push / SPLIT SCREEN. Left: she squeezes into the metro fully dressed in blazer and heels, crushed between strangers, tablet open, reviewing shoe sketches with her thumb. Right: he sits at his desk, cracks his knuckles slowly, says to himself: ""Let's create."" SHOT 8: MCU, 50mm / SPLIT SCREEN. Left: conference room, her foreign boss holds up a heel and says in a clipped accent: ""The toe box. It needs to breathe more."" Her pen taps the sketchbook. Right: his AI video finishes rendering. He leans back, crosses arms, watches the view counter. Nods. Types: ""Not bad."" SHOT 9: MS, 35mm / SPLIT SCREEN. Left: she presents a mood board, points at materials, answers three questions at once, measuring tape around her neck. Right: he enrolls in a new AI course, credit card in hand, eyes lit up like a child at Christmas, says: ""This is the one."" SHOT 10: WS, 35mm / SPLIT SCREEN. Left: she is last to leave the studio, turns off the light herself, bag heavy, heels off in her hand, phone shows 8:47 PM. Right: he wraps up a video call about AI, stretches big, says to the room: ""Productive day."" SHOT 11: MCU, handheld 50mm / She walks in the front door still in her blazer. He looks up warmly and says",https://x.com/dasachins/status/2045384391514571236,2026-04-18T06:10:14.000Z,"{""name"":""da sachin sharma(दा सचिन शर्मा )"",""link"":""https://x.com/dasachins""}",[],[],"[{""id"":""69e479527560930004f9924f"",""url"":""https://video.twimg.com/amplify_video/2045384199230894080/vid/avc1/1920x1080/SFi1x6qVaLj8__l1.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2045384199230894080/img/4WupO9zjguus1qg8.jpg"",""caption"":null}]"
3326,Ancient Battlefield to Microscopic Civilization,An epic battlefield prompt that transitions from a wide-angle combat scene into a macro exploration of a microscopic civilization living on an arrow.,"Epic wide-angle shot of a vast ancient battlefield at golden hour, thousands of warriors clashing with swords and shields under a hazy amber sky thick with smoke and ash. A lone archer in weathered bronze armor, face streaked with dirt, draws a longbow with deliberate tension. The arrow releases with a sharp twang. Camera immediately snaps behind the arrow, tracking it in extreme slow motion as it cuts through drifting smoke and falling embers. Shallow depth of field keeps the arrow razor-sharp while the chaotic battlefield blurs behind. The camera pushes closer, tighter, until the wooden shaft fills the frame — revealing intricate carved runes and weathered grain. Seamless transition to macro scale: the arrow's surface becomes a landscape. A microscopic civilization of tiny warriors the size of splinters wages war across the fletching. Miniature catapults hurl fragments of dust. Warriors scale the carved runes like canyon walls. Torches flicker. Banners wave.",https://x.com/itxabdullaa/status/2045404846900314176,2026-04-18T07:31:31.000Z,"{""name"":""ÀBDŪLLÂH"",""link"":""https://x.com/itxabdullaa""}",[],[],"[{""id"":""69e479517560930004f9924e"",""url"":""https://video.twimg.com/ext_tw_video/2045404818693558272/pu/vid/avc1/720x960/vPnoUieg3MSJJ3wu.mp4?tag=19"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2045404818693558272/pu/img/rclSexzKOaNmMM7s.jpg"",""caption"":null}]"
3325,Earth Zoom to Robot Workshop,An epic cinematic earth zoom sequence that transitions from outer space into a post-apocalyptic robot workshop with character poses.,"Epic cinematic Earth zoom-in sequence starting from deep outer space. Camera begins with a majestic wide shot of planet Earth floating in the void (0-5s), then rapidly accelerates and dives toward the surface at breathtaking speed, piercing through glowing atmosphere layers, rushing clouds, and continents with dramatic motion blur, light streaks, and intense atmospheric entry glow (5-10s). The camera swiftly descends over a vast post-apocalyptic ruined cityscape filled with crumbling skyscrapers, overgrown vegetation, abandoned vehicles, broken highways, and thick dust clouds, before seamlessly entering a massive abandoned building and revealing a hidden high-tech robot workshop inside the building filled with mechanical tools, scattered robotic parts, welding sparks, glowing holographic screens, and industrial metallic surfaces. The continuous one-take camera movement gradually slows down smoothly and settles into a perfect medium shot on the main character @img1 who strikes a dynamic cool pose: aiming her hand in a finger-gun gesture directly toward the viewer as if shooting, while playfully winking one eye at the camera, with her companion robot @img2 positioned right beside her (10-15s).  @img1: primary character reference - accurate face, body, outfit, and pose as the central figure in the robot workshop. @img2: robot companion reference - precise robot design, details, and placement immediately next to @img1.  Cinematic film color grading, heavily desaturated moody tones, cool color palette with subtle teal accents, high contrast, subtle film grain, atmospheric dust particles floating in the air, professional Hollywood sci-fi movie look. Ultra-detailed, photorealistic yet stylized, 8K quality, masterpiece.",https://x.com/yuday9909/status/2045520290101551606,2026-04-18T15:10:15.000Z,"{""name"":""TheYudayVerse"",""link"":""https://x.com/yuday9909""}",[],[],"[{""id"":""69e479507560930004f9924d"",""url"":""https://video.twimg.com/amplify_video/2045520129208074240/vid/avc1/1920x1080/84RHOgNVwzJ1uc2n.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2045520129208074240/img/6ZJG54o8AeoG3gMd.jpg"",""caption"":null}]"
3324,War-Torn Street Emotional Scene,"A cinematic video prompt depicting a child's isolation and fear in a war-torn urban environment, focusing on emotional lighting and atmosphere.","A war-torn street with destroyed buildings and smoke in the background. A small child sits alone holding a damaged toy, dust on face, eyes filled with fear and confusion. Slow camera zoom, muted colors, cinematic lighting, emotional atmosphere, realistic style.",https://x.com/JosieMorgan__/status/2045397117309693961,2026-04-18T07:00:49.000Z,"{""name"":""Josie Morgan"",""link"":""https://x.com/JosieMorgan__""}",[],[],"[{""id"":""69e479507560930004f9924c"",""url"":""https://video.twimg.com/amplify_video/2045396952041553920/vid/avc1/1280x720/zL_kXZy2nNWyofBC.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2045396952041553920/img/I05ZmCfwQO3gYLt9.jpg"",""caption"":null}]"
3323,Wasteland Sister Battle,"An intense, high-speed combat sequence between two sisters in skin-tight combat suits, set in a wasteland with sonic booms and sparks.","Close-up of @[reference image 1] in a white skin-tight combat suit, saying in Korean, ""Sister, do we really have to fight?"" Cut to @[reference image2] in a black skin-tight combat suit, saying in Korean, ""Yes, this is our fate, little sister."" They charge at each other and break into an intense, high-speed battle across the wasteland. The camera whirls dizzyingly as sonic booms and sparks erupt from every clash, all set to intense, stylish background music.",https://x.com/Iancu_ai/status/2045585060557148483,2026-04-18T19:27:38.000Z,"{""name"":""Mr.Iancu"",""link"":""https://x.com/Iancu_ai""}",[],[],"[{""id"":""69e4794f7560930004f9924b"",""url"":""https://video.twimg.com/amplify_video/2045583060406800384/vid/avc1/2560x1440/OMubHkqCDpi-YWbI.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2045583060406800384/img/6GPXEoISa7PY6EAq.jpg"",""caption"":null}]"
3322,Emotional Hospital Interaction,"A cinematic prompt capturing a subtle emotional shift in a patient looking at a doctor, using lighting and bokeh to represent internal feelings.","A calm, modern hospital room. A patient is lying on a bed while a professional, kind doctor stands beside him, gently checking his pulse and speaking softly. The camera slowly tracks from the side in a single continuous motion for the full 15 seconds. As the doctor leans slightly closer to examine the patient, the patient looks at the doctor and becomes emotionally captivated. His facial expression gradually shifts from weak and tired to calm, slightly smiling, and lost in admiration. To visually show his feelings (without unrealistic exaggeration), the background subtly transforms: the hospital environment softly blurs, and a warm, dreamy glow appears around the doctor. Light particles and soft-focus bokeh gently emerge, symbolizing the patient drifting into his thoughts. The patient is no longer focused on his illness instead, he is quietly staring at the doctor, completely absorbed in the moment. His breathing becomes calm, and his expression shows peace and affection. The doctor remains professional and unaware, continuing the check-up naturally. Final seconds: The camera continues its smooth motion as the dreamy overlay slightly fades, leaving a subtle emotional contrast a patient who has momentarily forgotten his pain, lost in thought. Important Direction (to avoid mistakes): The patient remains lying on the bed (not standing or moving unrealistically); The doctor behaves professionally (no exaggerated or inappropriate actions); The emotional effect is shown through lighting, focus, and atmosphere not unrealistic physical actions; No reversed roles or unnatural expressions; Keep the tone soft, respectful, and cinematic (not comedic or exaggerated)",https://x.com/DoctorAmna11/status/2045560920206872706,2026-04-18T17:51:42.000Z,"{""name"":""Ai Doctor"",""link"":""https://x.com/DoctorAmna11""}",[],[],"[{""id"":""69e4794d7560930004f9924a"",""url"":""https://video.twimg.com/amplify_video/2045560823117238272/vid/avc1/1920x1080/rmaXVlQXuAmNfUP7.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2045560823117238272/img/CTZvhKuH9KK2OJAZ.jpg"",""caption"":null}]"
3321,Shadow Monarch Tundra Scene,"An epic, multi-stage timeline prompt describing a supernatural character summoning commanders in a frozen tundra, using cinematic lens and lighting cues.","Hyperrealistic cinematic shot, 35mm anamorphic lens, heavy film grain, aggressive handheld camera with visible sway. Teal and amber palette with violet-purple accents. No zoom. Snowstorm atmosphere, volumetric fog, breath vapor visible [0s-3s] Low-angle shot from ground level. Vast frozen tundra, dark overcast sky, heavy snow falling. @ShadowMonarch walks forward through knee-deep snow, silhouette emerging from blizzard fog. Molten dagger blade melts nearby snowflakes, casting faint orange light. Camera tracks with handheld drift. Desolate, silent atmosphere. [3s-5s] Medium shot, chest height, slight Dutch angle. @ShadowMonarch stops. His right eye ignites with blue flame, casting cyan light across his face and snow. Confident smirk. He extends the dagger outward to his side. Red blade pulses brighter. Wind picks up violently. [5s-7s] Close-up to medium shot, below eye level. @ShadowMonarch barely tilts his chin up, eyes half-closed with cold arrogance, and commands ""ÁLZATE"" through a slight smirk - not shouting, almost whispering it, as if the word itself is beneath him but the world must obey anyway. Massive shockwave of violet-purple necromantic energy explodes outward across the snow. Ground cracks in fractal patterns, ice shatters, snowflakes freeze mid-air. Coat and hair blow back violently. Blue eye flame flares. Frame shakes with energy burst. [7s-9s] Wide shot pulling back. Three enormous columns of black smoke and purple lightning erupt from cracked ground behind @ShadowMonarch in triangular formation, spiraling upward 15 feet, crackling with energy. Snow melts and refreezes into black ice around each column. @ShadowMonarch stands still, dagger lowered, watching forward - not looking back. Camera drifts right. [9s-11s] Medium-wide shot. @Commander1 materializes from the left column, stepping forward, each footstep cracking the ground. @Commander2 emerges from the center column, shadow smoke pouring outward. Both advance toward @ShadowMonarch's flanks [11s-13s] @Commander3 descends from the right column, floating downward from above, casting enormous shadows across the snowfield. All three commanders now stand in formation behind @ShadowMonarch, combined supernatural energy illuminating the snowfield. 13s-15s] Final wide shot, low angle. @ShadowMonarch foreground, dagger glowing, blu ye flame steady. @Commander1, @Commander2, @Commander3 in V-formation behin him. Snow swirls violently. Volumetric purple-blue-cyan light cuts through fog. Camera holds with subtle handheld micro-movements. Heroic tableau. Heavy 35mm film grain, photorealistic textures. Final frame.",https://x.com/im_shahid7/status/2045363918944731290,2026-04-18T04:48:53.000Z,"{""name"":""Al-Shamus"",""link"":""https://x.com/im_shahid7""}",[],[],"[{""id"":""69e4794c7560930004f99249"",""url"":""https://video.twimg.com/amplify_video/2045363398511378432/vid/avc1/1280x720/tgwz3tDEacavplv9.mp4?tag=21"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/2045363398511378432/img/A1ieHkr4CIGXGmgg.jpg"",""caption"":null}]"
3320,Jungle Explorer One-Shot,"A detailed action sequence featuring a female explorer swinging through a jungle and temple ruins in a single, fluid cinematic take.","One fearless female explorer in beige crop top, jungle shorts, rope belt, muddy skin, long dark hair loose. Swinging from giant vines above ancient forest. Main frame from rear. Small rectangular inset top-right shows front face and torso. SCENE: Camera locked behind her as she is already mid-swing at high speed over massive jungle canyon. No cuts. Maintain one fluid take. Rear frame shows legs kicking, hair whipping, vine tension stretching realistically. Trees thousands of feet tall, waterfalls pouring through branches. Inset shows laughter, shock, intense focus, wind slamming cheeks. Route progression: giant swing over canyon → releases to next vine midair → swings through temple ruins → ducks under broken bridge → near miss with flock of giant birds → slides through waterfall curtain → lands onto moving tree branch rail → branch bends and launches her to another vine → final swing returns toward first canyon. Same momentum and shakes in both feeds. MOOD: Freedom, primal thrill, discovery. STYLE: Epic jungle realism.",https://x.com/FutureVibesAi/status/2045402373003288839,2026-04-18T07:21:42.000Z,"{""name"":""Future AI 🧩"",""link"":""https://x.com/FutureVibesAi""}",[],[],"[{""id"":""69e4794c7560930004f99248"",""url"":""https://video.twimg.com/ext_tw_video/2045402340002541568/pu/vid/avc1/720x1280/m58_UHxJreokNszo.mp4?tag=19"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2045402340002541568/pu/img/6cp1FYd3WmcfwYcN.jpg"",""caption"":null}]"
3319,Glacial Canyon Frost Battle,A cinematic 15-second battle sequence between a glacier tiger made of ice and a frost serpent in a twilight glacial canyon.,"Environment: A colossal glacial canyon under pale blue twilight. Massive ice walls tower above a frozen river while snowstorms sweep through the valley. The environment glows faintly with reflected moonlight from crystalline ice formations. Action: 15.0s sequence. A gigantic glacier tiger made of solid ice and glowing frost veins prowls across the frozen river. Opposing it is a towering frost serpent emerging from beneath the ice surface. The tiger launches into powerful leaps across fractured ice sheets while the serpent coils upward, shattering the frozen terrain. Velocity Ramp choreography: the tiger’s claws strike the serpent mid-air as time slows, showing ice shards and snow particles suspended before snapping back to real-time as the impact explodes through the frozen canyon. Camera: Smooth ground-level tracking across the frozen river surface before a rapid upward tilt as the tiger leaps between ice pillars. Style & Constraints: Photorealistic ice fracturing, volumetric snow particles, ray-traced crystal reflections, cinematic cold blue lighting, 8K.",https://x.com/LudovicCreator/status/2045419585491317186,2026-04-18T08:30:05.000Z,"{""name"":""LudovicCreator"",""link"":""https://x.com/LudovicCreator""}",[],[],"[{""id"":""69e4794b7560930004f99247"",""url"":""https://video.twimg.com/ext_tw_video/2045419561923579904/pu/vid/avc1/1280x720/q3rYuuLB-IH94mhJ.mp4?tag=12"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2045419561923579904/pu/img/yFhk5cCM8Sdbl4PM.jpg"",""caption"":null}]"
3318,Found-Footage Talking Rabbits,"A creative found-footage style 3D animation prompt for Seedance 2.0 featuring rabbits behaving as if they are recording social media content, with specific dialogue scenes and audio instructions.","3D animated film style, ultra high quality, cinematic lighting, global illumination, soft shadows, depth of field, ultra detailed fur, cute characters, smooth animation, natural lighting, handheld camera feel, found-footage comedy style, realistic camera movement, playful atmosphere Scene: A group of fluffy forest rabbits stand in a bright forest clearing. The rabbits look directly into the viewer as if they are recording themselves. The camera is never visible at any time. 

The video feels like discovered footage recorded by the rabbits themselves. Characters: 4–5 cute fluffy forest rabbits, different sizes, expressive faces, soft fur, playful personalities Action Timeline Scene 1 Rabbits appear close to frame, looking directly at the viewer. Bunny 1 (curious): ""Is this thing recording?!"" Scene 2 Another rabbit gently pushes forward. Bunny 2 (excited): ""Move! I'm the main character!"" Scene 3 Another rabbit leans in. Bunny 3 (very excited): ""Hello internet!!!""

Scene 4 Another rabbit tries to squeeze into frame. Bunny 4: ""Wait… I want to be famous too!"" Scene 5 Rabbits gently push each other, trying to move to the front. They all look directly at the viewer. Cute, playful chaos. Bunny 2 (laughing): ""Hey! Give me space!"" Bunny 3: ""No, me first!"" All rabbits softly giggle and continue gently pushing. Scene 6 (Ending) One calm rabbit steps slightly forward. Bunny 5 (calm, smart bunny): ""No… they'll probably Follow to Oogie' on X.""

All rabbits suddenly pause. They slowly turn and look directly at the viewer together. Short silence. Then all rabbits smile at the same time. Camera: POV camera, direct-to-camera talking, handheld feel, gentle natural movement, close-ups, cute framing, camera never visible, no camera falling, stable handheld Audio: Cute bunny voices, soft wind, forest ambience, light giggles, gentle movement sounds Mood: Cute, funny, wholesome, viral-style social media content

Ultra detailed, cinematic lighting, 4K, smooth animation, soft fur, expressive animation, high quality rendering",https://x.com/oggii_0/status/2045407988467597650,2026-04-18T07:44:00.000Z,"{""name"":""Oogie"",""link"":""https://x.com/oggii_0""}",[],[],"[{""id"":""69e4794a7560930004f99246"",""url"":""https://video.twimg.com/ext_tw_video/2045407943177498624/pu/vid/avc1/1920x1080/5fB-7h9mztGdbNXI.mp4?tag=19"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/2045407943177498624/pu/img/xjgENnqrm5B_KAv9.jpg"",""caption"":null}]"
